Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,32
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,32
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateConstructor(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateConstructor(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$ExprContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,7557
org.antlr.v4.runtime.Lexer::getLine()I,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,org.seimicrawler.xpath.antlr.XpathLexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,JsoupXpath-2.4.3,660
org.seimicrawler.xpath.antlr.XpathParser::unionExprNoRoot()Lorg/seimicrawler/xpath/antlr/XpathParser$UnionExprNoRootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,124
org.antlr.v4.runtime.BufferedTokenStream::fetch(I)I,antlr4-runtime-4.7.2,org.antlr.v4.runtime.TokenSource::nextToken()Lorg/antlr/v4/runtime/Token;,org.seimicrawler.xpath.antlr.XpathLexer::nextToken()Lorg/antlr/v4/runtime/Token;,JsoupXpath-2.4.3,629
org.seimicrawler.xpath.core.XValue::toString()Ljava/lang/String;,JsoupXpath-2.4.3,org.apache.commons.lang3.builder.ToStringBuilder::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/ToStringBuilder;,org.apache.commons.lang3.builder.ToStringBuilder::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/apache/commons/lang3/builder/ToStringBuilder;,commons-lang3-3.3.2,4
org.jsoup.parser.HtmlTreeBuilderState$4::process(Lorg/jsoup/parser/Token;Lorg/jsoup/parser/HtmlTreeBuilder;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,1319
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::size()I,org.jsoup.select.Elements::size()I,jsoup-1.13.1,134
ch.qos.logback.core.status.StatusUtil::contextHasStatusListener(Lch/qos/logback/core/Context;)Z,logback-core-1.2.3,ch.qos.logback.core.Context::getStatusManager()Lch/qos/logback/core/status/StatusManager;,ch.qos.logback.classic.LoggerContext::getStatusManager()Lch/qos/logback/core/status/StatusManager;,logback-classic-1.2.3,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,125
org.junit.runners.BlockJUnit4ClassRunner::hasOneConstructor()Z,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,2
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7686
org.antlr.v4.runtime.Parser::reset()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::setTrace(Z)V,org.seimicrawler.xpath.antlr.XpathParser::setTrace(Z)V,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,125
org.seimicrawler.xpath.core.XpathProcessor::visitPredicate(Lorg/seimicrawler/xpath/antlr/XpathParser$PredicateContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,jsoup-1.13.1,247
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$FunctionNameContext::setAltNumber(I)V,JsoupXpath-2.4.3,10
org.seimicrawler.xpath.util.CommonUtil::getElIndexInSameTags(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,jsoup-1.13.1,4558
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,26747
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,1689
org.junit.runners.ParentRunner::getFilteredChildren()Ljava/util/Collection;,junit-4.12,org.junit.runners.ParentRunner::getChildren()Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getChildren()Ljava/util/List;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.Parser::enterRule(Lorg/antlr/v4/runtime/ParserRuleContext;II)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::setState(I)V,org.seimicrawler.xpath.antlr.XpathParser::setState(I)V,JsoupXpath-2.4.3,2343
org.junit.runners.BlockJUnit4ClassRunner$1::runReflectiveCall()Ljava/lang/Object;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::createTest()Ljava/lang/Object;,com.tngtech.java.junit.dataprovider.DataProviderRunner::createTest()Ljava/lang/Object;,junit-dataprovider-1.10.2,25
org.junit.runners.ParentRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::applyValidators(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::applyValidators(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.core.axis.ParentSelector::apply(Lorg/jsoup/select/Elements;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,1
com.tngtech.java.junit.dataprovider.internal.convert.StringConverter::convertValue(Ljava/lang/String;Ljava/lang/Class;Lcom/tngtech/java/junit/dataprovider/DataProvider;)Ljava/lang/Object;,junit-dataprovider-1.10.2,com.tngtech.java.junit.dataprovider.DataProvider::convertNulls()Z,com.sun.proxy.$Proxy16::convertNulls()Z,com.sun.proxy,6
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,125
org.junit.runners.ParentRunner::validate()V,junit-4.12,org.junit.runners.ParentRunner::collectInitializationErrors(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::collectInitializationErrors(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.junit.runners.ParentRunner::run(Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.ParentRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,123
org.junit.runners.BlockJUnit4ClassRunner::withPotentialTimeout(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTimeout(Lorg/junit/Test;)J,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTimeout(Lorg/junit/Test;)J,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.Parser::setTrace(Z)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::removeParseListener(Lorg/antlr/v4/runtime/tree/ParseTreeListener;)V,org.seimicrawler.xpath.antlr.XpathParser::removeParseListener(Lorg/antlr/v4/runtime/tree/ParseTreeListener;)V,JsoupXpath-2.4.3,31
org.seimicrawler.xpath.antlr.XpathParser::absoluteLocationPathNoroot()Lorg/seimicrawler/xpath/antlr/XpathParser$AbsoluteLocationPathNorootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,64
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$FilterExprContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,6315
org.antlr.v4.runtime.DefaultErrorStrategy::sync(Lorg/antlr/v4/runtime/Parser;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,org.seimicrawler.xpath.antlr.XpathParser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,JsoupXpath-2.4.3,2659
org.seimicrawler.xpath.core.XpathProcessor::visitRelationalExpr(Lorg/seimicrawler/xpath/antlr/XpathParser$RelationalExprContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.Token::getType()I,org.antlr.v4.runtime.CommonToken::getType()I,antlr4-runtime-4.7.2,160
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/nodes/Node;)V,org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,94
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,24
ch.qos.logback.core.OutputStreamAppender::subAppend(Ljava/lang/Object;)V,logback-core-1.2.3,ch.qos.logback.core.spi.DeferredProcessingAware::prepareForDeferredProcessing()V,ch.qos.logback.classic.spi.LoggingEvent::prepareForDeferredProcessing()V,logback-classic-1.2.3,487
org.seimicrawler.xpath.antlr.XpathParser::additiveExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$AdditiveExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,org.antlr.v4.runtime.CommonTokenStream::LT(I)Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,1
org.jsoup.parser.HtmlTreeBuilderState::isWhitespace(Ljava/lang/String;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::isWhitespace(I)Z,org.jsoup.helper.StringUtil::isWhitespace(I)Z,jsoup-1.10.3,24903
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::setAltNumber(I)V,JsoupXpath-2.4.3,129
org.junit.runners.BlockJUnit4ClassRunner::withBefores(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,25
